interview_id,source_id,candidate_name,role_norm,role_display,role_family,decision,reason_category,is_requirement_leak,resume_word_count,transcript_word_count
2837,duanbl761,Duane Black,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,294,712
2838,duanga966,Duane Garcia,ar/vr developer,AR/VR Developer,Software Engineering,select,Technical Skills,false,278,670
2839,durgba001,Elizabeth Smith,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,269,588
2840,durgba002,Amanda Campbell,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,238,452
2841,durgba003,Stephen Velez,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,239,522
2842,durgba004,Guy Shaw,data engineer,Data Engineer,Data & AI,select,Leadership & Communication,false,237,620
2843,durgba005,Jeffrey Bailey,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,248,458
2844,durgba006,Dr. Tanya Hayden,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,229,701
2845,durgba007,Matthew Hill,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,281,487
2846,durgba008,Jordan Schmidt,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,251,602
2847,durgba009,Gary Hurley,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,356,475
2848,durgba010,Luke Harris,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,301,647
2849,durgba011,Randy Hoffman,data engineer,Data Engineer,Data & AI,select,Culture & Adaptability,false,247,505
2850,durgba012,Susan Gardner,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,253,549
2851,durgba013,Sharon Brooks,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,322,489
2852,durgba014,Kenneth Thomas,product manager,Product Manager,Product & Business,select,Technical Skills,false,253,526
2853,durgba015,Amanda Stone,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,232,689
2854,durgba016,Kimberly Palmer,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,254,616
2855,durgba017,Lucas Austin,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,243,610
2856,durgba018,Mindy Wall,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,231,748
2857,durgba019,Noah Smith,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,253,532
2858,durgba020,Derrick Romero,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,229,560
2859,durgba021,Wayne Galloway,data engineer,Data Engineer,Data & AI,select,Culture & Adaptability,false,266,661
2860,durgba022,Mitchell Thomas,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,220,474
2861,durgba023,Michael Reynolds,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,281,412
2862,durgba024,Thomas Allen,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,220,620
2863,durgba025,Kaitlyn Smith,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,313,536
2864,durgba026,Mr. Jeffrey Campbell,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,326,429
2865,durgba027,Jordan Mcclain,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,276,639
2866,durgba028,Joshua Rodriguez,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,279,771
2867,durgba029,Michael Sanchez,data scientist,Data Scientist,Data & AI,select,Culture & Adaptability,false,277,553
2868,durgba030,Karen Thomas,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,229,429
2869,durgba031,Lisa Jacobson,software engineer,Software Engineer,Software Engineering,select,Leadership & Communication,false,287,455
2870,durgba032,Angela Rodriguez,ui engineer,UI Engineer,Design,select,Culture & Adaptability,false,291,454
2871,durgba033,Zachary Pratt,software engineer,Software Engineer,Software Engineering,select,Culture & Adaptability,false,305,554
2872,durgba034,Jeffery Tucker,data engineer,Data Engineer,Data & AI,select,Leadership & Communication,false,328,497
2873,durgba035,Jennifer Alexander,ui engineer,UI Engineer,Design,select,Technical Skills,false,268,481
2874,durgba036,Scott Payne,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,251,484
2875,durgba037,Jacqueline Castro,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,273,591
2876,durgba038,Pamela Chapman,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,259,473
2877,durgba039,Heather Rowe,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,282,531
2878,durgba040,Eric Williams,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,315,512
2879,durgba041,Justin Lynch,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,263,549
2880,durgba042,Steven Flores,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,241,525
2881,durgba043,Peter Turner,product manager,Product Manager,Product & Business,select,Culture & Adaptability,false,246,515
2882,durgba044,Haley Adams,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,260,579
2883,durgba045,Kevin Smith,data scientist,Data Scientist,Data & AI,select,Culture & Adaptability,false,304,459
2884,durgba046,Alyssa Alvarado,software engineer,Software Engineer,Software Engineering,select,Leadership & Communication,false,273,617
2885,durgba047,Ms. Donna Vincent DDS,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,261,406
2886,durgba048,Julia Wood,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,298,661
2887,durgba049,Emily Hunt,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,273,593
2888,durgba050,Mark Mason,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,296,556
2889,durgba051,Danny Ross,product manager,Product Manager,Product & Business,select,Technical Skills,false,189,625
2890,durgba052,William Murphy,ui engineer,UI Engineer,Design,select,Culture & Adaptability,false,209,405
2891,durgba053,Chelsea Clark,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,248,678
2892,durgba054,Cynthia Roth,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,334,607
2893,durgba055,Joel Jones,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,262,484
2894,durgba056,Brittany Lester,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,243,635
2895,durgba057,Shaun Bush,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,298,548
2896,durgba058,Jonathan Kim,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,324,567
2897,durgba059,Lauren Myers,ui engineer,UI Engineer,Design,select,Technical Skills,false,228,449
2898,durgba060,Adrienne Barnett,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,271,519
2899,durgba061,Mark Hernandez,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,260,489
2900,durgba062,Thomas Cline,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,251,632
2901,durgba063,Kimberly Prince,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,240,499
2902,durgba064,Rachel Bryant,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,308,520
2903,durgba065,Rebecca Brown,product manager,Product Manager,Product & Business,select,Technical Skills,false,269,502
2904,durgba066,Kelsey Downs,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,312,495
2905,durgba067,Shelley Garza,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,261,389
2906,durgba068,Renee Thomas,data engineer,Data Engineer,Data & AI,select,Leadership & Communication,false,323,583
2907,durgba069,Brenda Campbell,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,226,503
2908,durgba070,Nicholas Gibson,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,240,401
2909,durgba071,Randy Murphy,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,337,552
2910,durgba072,James Floyd,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,229,511
2911,durgba073,Kristy Jackson,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,326,683
2912,durgba074,Nicholas Miller,ui engineer,UI Engineer,Design,select,Culture & Adaptability,false,234,439
2913,durgba075,Autumn Wright,data engineer,Data Engineer,Data & AI,select,Technical Skills,false,247,466
2914,durgba076,Timothy Johnson,product manager,Product Manager,Product & Business,select,Technical Skills,false,319,550
2915,durgba077,Daniel Walker,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,277,755
2916,durgba078,Barry Parrish,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,274,570
2917,durgba079,Christine Bond,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,293,477
2918,durgba080,Stephanie Thomas,ui engineer,UI Engineer,Design,select,Culture & Adaptability,false,250,547
2919,durgba081,Jennifer Jones,product manager,Product Manager,Product & Business,select,Technical Skills,false,267,475
2920,durgba082,Denise Harris,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,295,688
2921,durgba083,Christopher Dorsey,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,298,509
2922,durgba084,Timothy Lopez,product manager,Product Manager,Product & Business,select,Technical Skills,false,256,421
2923,durgba085,Renee Bowen,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,302,589
2924,durgba086,Victor Johnson,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,350,570
2925,durgba087,Heather Rivera,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,328,592
2926,durgba088,Jeffrey Smith,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,263,523
2927,durgba089,Michael Weaver,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,277,518
2928,durgba090,Jeremy Boyd,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,225,556
2929,durgba091,Stephanie Andrade,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,273,548
2930,durgba092,Charlotte Richard,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,286,646
2931,durgba093,Justin Hodges,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,332,467
2932,durgba094,Brian Hunter,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,242,643
2933,durgba095,John Stanton,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,281,509
2934,durgba096,Kathryn Nguyen,data engineer,Data Engineer,Data & AI,select,Technical Skills,false,315,534
2935,durgba097,Alexander Mccormick,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,361,630
2936,durgba098,Lori Franco,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,247,568
2937,durgba099,Christian Mason,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,221,516
2938,durgba100,John Ellis,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,280,605
2939,durgba101,Claudia Brown,data engineer,Data Engineer,Data & AI,select,Culture & Adaptability,false,223,566
2940,durgba102,Sarah Armstrong,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,263,457
2941,durgba103,Kristi Mills,data scientist,Data Scientist,Data & AI,select,Culture & Adaptability,false,287,467
2942,durgba104,Scott Weeks,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,320,486
2943,durgba105,Jacob Hobbs,ui engineer,UI Engineer,Design,select,Technical Skills,false,202,491
2944,durgba106,Holly Smith,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,263,533
2945,durgba107,John Neal,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,308,575
2946,durgba108,Teresa Myers,software engineer,Software Engineer,Software Engineering,select,Leadership & Communication,false,262,550
2947,durgba109,Taylor Myers,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,324,566
2948,durgba110,Randy Davis,software engineer,Software Engineer,Software Engineering,select,Leadership & Communication,false,259,513
2949,durgba111,Timothy Benjamin,ui engineer,UI Engineer,Design,select,Technical Skills,false,243,371
2950,durgba112,Kelly Henderson,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,307,509
2951,durgba113,Jeffery Galvan,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,216,592
2952,durgba114,Tami Harris,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,284,573
2953,durgba115,Heather Gill,data engineer,Data Engineer,Data & AI,select,Culture & Adaptability,false,316,439
2954,durgba116,Jeffrey Howard,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,258,500
2955,durgba117,Brandy Casey,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,214,559
2956,durgba118,Ryan Wallace,product manager,Product Manager,Product & Business,select,Technical Skills,false,266,584
2957,durgba119,Debra Peck,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,288,553
2958,durgba120,Susan Horton,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,362,511
2959,durgba121,Michael Schmidt,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,314,502
2960,durgba122,Benjamin Bryant,ui engineer,UI Engineer,Design,select,Culture & Adaptability,false,236,470
2961,durgba123,Wendy Davidson,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,313,595
2962,durgba124,Katelyn Hartman,data engineer,Data Engineer,Data & AI,select,Culture & Adaptability,false,216,520
2963,durgba125,Tanya Mckenzie,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,234,631
2964,durgba126,Jeffrey Myers,ui engineer,UI Engineer,Design,select,Technical Skills,false,255,515
2965,durgba127,Angela Wilson,data engineer,Data Engineer,Data & AI,select,Culture & Adaptability,false,260,571
2966,durgba128,Joe Mullins,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,305,654
2967,durgba129,Daniel Brown,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,244,593
2968,durgba130,Jason Hines,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,297,485
2969,durgba131,Melissa Porter,data scientist,Data Scientist,Data & AI,select,Culture & Adaptability,false,290,656
2970,durgba132,David Ward,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,212,469
2971,durgba133,Raymond Cameron,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,244,448
2972,durgba134,Kelly Tucker,product manager,Product Manager,Product & Business,select,Culture & Adaptability,false,222,497
2973,durgba135,Antonio Mcmahon,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,249,568
2974,durgba136,Sandra Mitchell,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,309,634
2975,durgba137,Thomas Sanchez,software engineer,Software Engineer,Software Engineering,select,Culture & Adaptability,false,247,575
2976,durgba138,Tracy Hernandez,data engineer,Data Engineer,Data & AI,select,Leadership & Communication,false,245,554
2977,durgba139,Kathy Bryant,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,263,427
2978,durgba140,David Fields,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,363,504
2979,durgba141,Christopher Coffey,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,279,565
2980,durgba142,Cassidy Hester,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,264,473
2981,durgba143,Daniel Steele,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,286,698
2982,durgba144,Kara Hutchinson,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,270,567
2983,durgba145,Brandon Suarez,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,291,510
2984,durgba146,Stephanie Cisneros,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,268,445
2985,durgba147,Katherine Miller,software engineer,Software Engineer,Software Engineering,select,Culture & Adaptability,false,239,554
2986,durgba148,Christopher Mendez,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,250,582
2987,durgba149,Christopher Simmons,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,284,551
2988,durgba150,Jason Stone,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,273,609
2989,durgba151,Megan Schmitt,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,302,557
2990,durgba152,Kent Taylor,data engineer,Data Engineer,Data & AI,select,Culture & Adaptability,false,324,401
2991,durgba153,Amanda Shannon,software engineer,Software Engineer,Software Engineering,select,Leadership & Communication,false,291,530
2992,durgba154,James Buchanan,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,317,674
2993,durgba155,Matthew Schneider,ui engineer,UI Engineer,Design,select,Technical Skills,false,231,504
2994,durgba156,Jimmy Cunningham,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,214,492
2995,durgba157,Cynthia Zimmerman,product manager,Product Manager,Product & Business,select,Culture & Adaptability,false,242,465
2996,durgba158,Aaron Jensen,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,264,370
2997,durgba159,Kimberly Rodriguez,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,221,619
2998,durgba160,Steven Smith,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,326,510
2999,durgba161,Stephen Henderson,ui engineer,UI Engineer,Design,select,Leadership & Communication,false,240,507
3000,durgba162,Mark Watts,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,302,543
3001,durgba163,Amber Dunn,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,270,533
3002,durgba164,Scott Jenkins,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,290,490
3003,durgba165,Valerie Ramos MD,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,316,477
3004,durgba166,Barbara Curry,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,272,546
3005,durgba167,Sharon Arroyo,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,215,502
3006,durgba168,Andrea Stewart,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,323,496
3007,durgba169,Krystal Liu,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,218,531
3008,durgba170,Jennifer Austin,software engineer,Software Engineer,Software Engineering,select,Culture & Adaptability,false,245,587
3009,durgba171,Kayla Burch,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,313,667
3010,durgba172,Randy Cain,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,230,420
3011,durgba173,Vincent Adams,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,207,395
3012,durgba174,Kenneth Tucker,software engineer,Software Engineer,Software Engineering,select,Culture & Adaptability,false,233,541
3013,durgba175,Charles Ortiz,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,310,486
3014,durgba176,Robert Price,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,237,417
3015,durgba177,Kim Curtis,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,247,502
3016,durgba178,Chelsea Gray,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,268,504
3017,durgba179,Ian Martinez,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,295,509
3018,durgba180,Emily Rivera,data engineer,Data Engineer,Data & AI,select,Leadership & Communication,false,311,567
3019,durgba181,James Morgan,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,264,530
3020,durgba182,Jacqueline Baker,ui engineer,UI Engineer,Design,select,Technical Skills,false,279,471
3021,durgba183,Gail Gutierrez,product manager,Product Manager,Product & Business,select,Technical Skills,false,267,651
3022,durgba184,Dean Russell,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,285,493
3023,durgba185,Jason Johnson,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,264,664
3024,durgba186,Jennifer Stone,software engineer,Software Engineer,Software Engineering,select,Culture & Adaptability,false,272,461
3025,durgba187,Miranda Kaiser,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,196,424
3026,durgba188,Jackson Torres,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,310,465
3027,durgba189,Carolyn Sanchez,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,306,499
3028,durgba190,Brian Johnson,data scientist,Data Scientist,Data & AI,reject,Leadership & Communication,false,289,562
3029,durgba191,William Hunt,ui engineer,UI Engineer,Design,reject,Leadership & Communication,false,250,488
3030,durgba192,Ashley Davis,product manager,Product Manager,Product & Business,reject,Leadership & Communication,false,208,557
3031,durgba193,Kimberly Ray,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,277,502
3032,durgba194,Krista Hubbard,data scientist,Data Scientist,Data & AI,select,Leadership & Communication,false,300,592
3033,durgba195,Kaitlyn Johnson,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,282,535
3034,durgba196,Pedro Lara,data engineer,Data Engineer,Data & AI,reject,Leadership & Communication,false,296,536
3035,durgba197,Joseph Jimenez,data scientist,Data Scientist,Data & AI,select,Culture & Adaptability,false,329,514
3036,durgba198,Scott Harvey,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,256,486
3037,durgba199,Tami Sharp,product manager,Product Manager,Product & Business,select,Leadership & Communication,false,257,464
3038,durgba200,John Williamson,software engineer,Software Engineer,Software Engineering,reject,Leadership & Communication,false,279,563
3039,dustbe314,Dustin Bennett,ai researcher,AI Researcher,Data & AI,select,Technical Skills,false,344,613
3040,dustda162,Dustin Davis,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,327,788
3041,dustha789,Dustin Hansen,ar/vr developer,AR/VR Developer,Software Engineering,select,Leadership & Communication,false,57,744
3042,dustme738,Dustin Mendez,ui engineer,UI Engineer,Design,reject,Technical Skills,false,302,604
3043,dustmo845,Dustin Morris,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Leadership & Communication,false,324,639
3044,dustro339,Dustin Roberts,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Technical Skills,false,372,658
3045,dustsa733,Dustin Sampson,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,312,579
3046,dustsi623,Dustin Sims,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,485,652
3047,dustth636,Dustin Thomas,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,335,722
3048,dustve952,Dustin Velasquez,mobile app developer,Mobile App Developer,Software Engineering,select,Leadership & Communication,false,425,676
3049,dustwa225,Dustin Walker,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Leadership & Communication,false,306,643
3050,dustwa262,Dustin Wallace,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,316,682
3051,dustwi706,Dustin Wilson,e-commerce specialist,E-commerce Specialist,Non-Technical,select,Leadership & Communication,false,325,633
3052,dustzi211,Dustin Zimmerman,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,337,737
3053,dwaych452,Dwayne Chavez,digital marketing specialist,Digital Marketing Specialist,Non-Technical,reject,Leadership & Communication,false,338,678
3054,dwayho662,Dwayne Horton,data architect,Data Architect,Data & AI,reject,Technical Skills,false,336,876
3055,dwaymo318,Dwayne Morales,data engineer,Data Engineer,Data & AI,select,Leadership & Communication,false,378,737
3056,dylabr832,Dylan Browning,data architect,Data Architect,Data & AI,select,Technical Skills,false,331,798
3057,dylafi249,Dylan Fisher,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Technical Skills,false,360,680
3058,dylafl975,Dylan Flores,human resources specialist,Human Resources Specialist,Non-Technical,reject,Leadership & Communication,false,386,666
3059,dylagu362,Dylan Guerra,data analyst,Data Analyst,Data & AI,select,Technical Skills,false,359,715
3060,dylahe178,Dylan Herrera,product manager,Product Manager,Product & Business,reject,Technical Skills,false,312,579
3061,dylahu860,Dylan Hughes,ai researcher,AI Researcher,Data & AI,select,Technical Skills,false,398,661
3062,dylalo908,Dylan Lopez,business analyst,Business Analyst,Product & Business,select,Technical Skills,false,346,703
3063,dylasa977,Dylan Sandoval,machine learning engineer,Machine Learning Engineer,Data & AI,select,Technical Skills,false,395,700
3064,ebonel409,Ebony Ellis,ux designer,UX Designer,Design,select,Technical Skills,false,361,869
3065,eddiby609,Eddie Byrd,mobile app developer,Mobile App Developer,Software Engineering,reject,Technical Skills,false,293,803
3066,eddist306,Eddie Stephens,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Technical Skills,false,353,694
3067,edgawa908,Edgar Watson,data scientist,Data Scientist,Data & AI,select,Technical Skills,false,334,772
3068,eduabo395,Eduardo Bowman,game developer,Game Developer,Software Engineering,select,Leadership & Communication,false,384,67
3069,edwaba875,Edward Banks,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Leadership & Communication,false,339,651
3070,edwabe198,Edward Bernard,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Leadership & Communication,false,305,743
3071,edwabo735,Edward Bond,ux designer,UX Designer,Design,reject,Technical Skills,false,347,977
3072,edwabu555,Edward Burns,cloud architect,Cloud Architect,Infrastructure & Cloud,reject,Leadership & Communication,false,373,676
3073,edwaby102,Edward Byrd,software engineer,Software Engineer,Software Engineering,select,Technical Skills,false,378,837
3074,edwaca308,Edward Camacho,ui engineer,UI Engineer,Design,select,Technical Skills,false,322,757
3075,edwaca675,Edward Cameron,machine learning engineer,Machine Learning Engineer,Data & AI,reject,Leadership & Communication,false,308,820
3076,edwaco140,Edward Cook,business analyst,Business Analyst,Product & Business,select,Leadership & Communication,false,348,681
3077,edwaco506,Edward Conway,cloud engineer,Cloud Engineer,Infrastructure & Cloud,reject,Technical Skills,false,304,746
3078,edwada319,Edward Dawson,business analyst,Business Analyst,Product & Business,reject,Technical Skills,false,342,652
3079,edwagr964,Edward Gregory,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Technical Skills,false,307,688
3080,edwaha303,edward hamilton,product manager,Product Manager,Product & Business,select,Experience & Domain Fit,false,342,590
3081,edwajo328,Edward Joyce,digital marketing specialist,Digital Marketing Specialist,Non-Technical,select,Technical Skills,false,360,842
3082,edwalo720,Edward Lopez,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,393,741
3083,edwame313,Edward Melendez,blockchain developer,Blockchain Developer,Software Engineering,reject,Technical Skills,false,305,783
3084,edwaob510,Edward Obrien,cloud engineer,Cloud Engineer,Infrastructure & Cloud,select,Technical Skills,false,422,549
3085,edwaor910,Edward Ortiz,cloud architect,Cloud Architect,Infrastructure & Cloud,select,Technical Skills,false,323,787
3086,edwape986,Edward Perry,e-commerce specialist,E-commerce Specialist,Non-Technical,reject,Leadership & Communication,false,355,498
3087,edwari468,Edward Richardson,devops engineer,DevOps Engineer,Infrastructure & Cloud,reject,Technical Skills,false,339,574
3088,edwari865,Edward Rivas,system administrator,System Administrator,Infrastructure & Cloud,select,Leadership & Communication,false,344,582
3089,edwawa392,Edward Watts,product manager,Product Manager,Product & Business,reject,Technical Skills,false,368,678
3090,edwawi353,Edward Williams,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,353,733
3091,edwawy973,Edward Wyatt,ux designer,UX Designer,Design,select,Technical Skills,false,388,708
3092,edwian116,Edwin Anderson,full stack developer,Full Stack Developer,Software Engineering,reject,Leadership & Communication,false,363,834
3093,edwibu170,Edwin Buchanan,robotics engineer,Robotics Engineer,Hardware & Robotics,select,Leadership & Communication,false,412,671
3094,edwihe793,Edwin Henry,ai researcher,AI Researcher,Data & AI,select,Technical Skills,false,368,644
3095,edwihu154,Edwin Hurst,data analyst,Data Analyst,Data & AI,reject,Leadership & Communication,false,374,689
3096,eilepr665,Eileen Price,robotics engineer,Robotics Engineer,Hardware & Robotics,reject,Technical Skills,false,339,842
3097,eilest636,Eileen Stevens,business analyst,Business Analyst,Product & Business,reject,Technical Skills,false,344,715
3098,elaist818,Elaine Strickland,it support specialist,IT Support Specialist,Product & Business,select,Technical Skills,false,339,566
3099,elaiwa881,Elaine Watson,database administrator,Database Administrator,Infrastructure & Cloud,reject,Technical Skills,false,357,654
3100,elijhi347,Elijah Hicks,qa engineer,QA Engineer,Software Engineering,reject,Technical Skills,false,337,725
3101,elijro869,Elijah Robertson,blockchain developer,Blockchain Developer,Software Engineering,select,Technical Skills,false,342,768
3102,elijsa593,Elijah Santiago,human resources specialist,Human Resources Specialist,Non-Technical,select,Technical Skills,false,375,625
